Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code
ELEC,City of Sacramento - City Hall Public Parking Garage,10th St & I St,"Lot I, Levels 2 and 8, Waterfall Building.",Sacramento,CA,95814,,916-264-5011,E,,Public,24 hours daily; pay lot,,,,,4,21,,2 SP Inductive,,,GPS,38.58098,-121.493,2018-09-10,25493,2018-09-10 19:53:21 UTC,LG,,,2004-05-30,,,,,J1772 NEMA1450,US,,,,Public,,public,,
ELEC,Sutter Galleria Mall - University of California - Davis Extension,2901 K St,Located on the 2nd floor,Sacramento,CA,95816,,916-327-7072,E,,Public,24 hours daily; pay lot; visitor and student use only,,,,,1,2,,,,,200-9,38.57277,-121.467902,2018-05-03,25494,2018-05-03 14:44:18 UTC,P,,,2004-05-30,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,Pitt School Plaza,1440 Ary Ln,,Dixon,CA,95620,,707-449-5424,E,,Public,24 hours daily,,,,,1,,,1 SP Inductive  1 Tesla Conductive,,,200-9,38.457369,-121.842567,2018-09-10,25520,2018-09-10 19:53:21 UTC,LG,,,2004-06-15,,,,,NEMA520,US,,,,Public,,public,,
ELEC,Burlington International Airport,1200 Airport Dr,1st Floor Parking Garage,South Burlington,VT,05403,,802-863-2874,E,,Public,24 hours daily; pay lot,,,,,2,,,,,,GPS,44.469281,-73.154972,2017-08-02,27036,2018-02-06 21:00:03 UTC,LG,,,2014-04-01,,,,,NEMA520,US,,,,Public,,public,,
ELEC,Rio Vista City Hall,1 Main St,,Rio Vista,CA,94571,,707-374-6451,E,,Public,24 hours daily,,,,,1,1,,1 SP Inductive,,,GPS,38.15485,-121.69,2018-09-10,27302,2018-09-10 19:53:21 UTC,LG,,,2006-08-15,,,,,J1772 NEMA515,US,,,,Public,,public,,
ELEC,City of Lacey - City Hall Parking,420 College St,"At 3rd Ave SE, next to police station",Lacey,WA,98503,,360-491-3214,E,,Public,24 hours daily,,,,,4,,,,,,200-9,47.044011,-122.822404,2018-11-08,33351,2018-11-08 16:06:54 UTC,LG,,,2018-01-15,,,,,NEMA520,US,,,,Public,,public,,
ELEC,Lacey Timberland Library,500 College St SE,"At 6th Ave SE, located in front of building",Lacey,WA,98503,,360-491-3860,E,,Public,24 hours daily,,,,,1,,,,,,200-9,47.043857,-122.822498,2018-11-08,33352,2018-11-08 16:06:54 UTC,LG,,,2008-04-15,,,,,NEMA520,US,,,,Public,,public,,
ELEC,Oregon Museum of Science and Industry (OMSI) - South Parking Lot,1945 SE Water Ave,Under solar canopy in east parking lot,Portland,OR,97214,,800-955-6674,E,,Public,24 hours daily,,,,,2,2,,,,,GPS,45.508396,-122.664667,2018-11-08,33378,2018-11-08 16:06:54 UTC,P,,,2008-10-15,,,,,J1772 NEMA515,US,,,,Public,,public,,
ELEC,Portland General Electric,4245 Kale St NE,"At Highway 99 (Portland Rd), in PGE parking lot",Salem,OR,97305,,503-399-7717,E,,Public,24 hours daily,,,,,1,1,,,,,200-8,44.99715,-122.97447,2017-08-02,33465,2018-03-16 17:53:29 UTC,T,,,2008-10-15,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,Paso Robles RV Ranch & Campground,398 Exline Rd,,Paso Robles,CA,93446,,805-237-8685,E,,Public,8:30am-5pm daily; pay lot,,,,,1,,,1 Conductive,,,GPS,35.682304,-120.702174,2018-05-03,33541,2018-05-03 14:44:18 UTC,P,,,2012-06-30,,,,,NEMA520,US,,,,Public,,public,,
ELEC,Nut Tree Village,1651 E Monte Vista Ave,,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily,,,,,1,1,,1 SP Inductive,,,200-9,38.368755,-121.961192,2018-09-10,33545,2018-09-10 19:53:21 UTC,P,,,2008-12-15,,,,,J1772 NEMA515,US,,,,Public,,public,,
ELEC,University of California - Davis,6 Howard Way,Quad Structure; Between Russell Blvd & North Quad,Davis,CA,95616,,530-752-8277,E,,Public,24 hours daily; pay lot; permit required 7am-10pm M-F,,,,,2,4,,,,,200-8,38.543997,-121.75014,2018-05-03,33557,2018-05-03 14:44:18 UTC,P,,,2008-12-01,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,Seattle-Tacoma International Airport - General Parking,17801 Pacific Hwy S,"5th floor parking garage; rows D, G, and I",Seattle,WA,98188,,206-433-5308,E,,Public,24 hours daily; pay lot,,,,,36,,,,,,200-8,47.443377,-122.296229,2018-06-05,33717,2018-06-05 19:29:00 UTC,P,,,2010-03-01,,,,,NEMA520,US,,,,Public,,public,,
ELEC,Travis Park United Methodist Church,230 E Travis St,At the church parking lot on Travis Street,San Antonio,TX,78205,,210-226-8341,E,,Public,24 hours daily,,,,,2,,,,,,200-9,29.427254,-98.490136,2018-11-08,34829,2018-11-08 16:06:54 UTC,P,,,2009-07-15,,,,,NEMA520,US,,,,Public,,public,,
ELEC,City of Keizer,930 Chemawa Rd NE,,Salem,OR,97303,,503-390-3700,E,,Public,24 hours daily,,,,,4,,,,,,200-9,44.99574,-123.019758,2017-03-03,34849,2018-03-06 01:11:46 UTC,SG,,,2009-10-15,,,,,NEMA520,US,,,,Public,,public,,
ELEC,Shorenstein Realty,5500 SW Meadows Rd,Located at Kruse Woods Drive,Lake Oswego,OR,97035,,503-619-3200,E,,Public,24 hours daily,,,,,4,,,,,,200-9,45.416826,-122.734498,2017-07-06,34857,2018-03-06 01:04:44 UTC,P,,,2008-10-01,,,,,NEMA520,US,,,,Public,,public,,
ELEC,WALNUT CREEK,1350 Locust St,WC 003,Walnut Creek,CA,94596,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.898604,-122.0613635,2018-11-19,35156,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,SOLAR SOURCE,10840 Endeavour Way,SS UNIT 01; Solar Source: The Solar Experts,Seminole,FL,33777,,888-758-4389,E,,Public,24 hours daily,,,,,1,,,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.8699551,-82.7352295,2018-11-19,35159,2018-11-19 10:08:37 UTC,,,,,,,,,NEMA520,US,,,,Public,,public,,
ELEC,METRO NASHVILLE,800 2nd Ave S,"FULTON GARAGE 1; First floor of garage SW corner Employee use only
FULTON GARAGE 2; First floor of garage SW corner Employee use only
FULTON GARAGE 3;  First floor of garage NW corner
FULTON GARAGE 4; First floor of garage NW corner
FULTON GARAGE 6; Located outside of Fulton Garage",Nashville,TN,37210,,888-758-4389,E,,Public,24 hours daily,,,,,2,8,,,ChargePoint Network,http://www.chargepoint.com/,200-8,36.153331,-86.769396,2018-11-19,35165,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,I-64 West Rest Stop,I-64 W and VA-155,I-64 between milepost 214 and 213 in Virginia,New Kent,VA,23140,,804-966-8617,E,,Public,24 hours daily,,,,,4,,,,,,GPS,37.498704,-77.04348,2018-03-08,35168,2018-03-08 17:27:07 UTC,SG,,,2009-09-22,,,,,NEMA520,US,,,,Public,,public,,
ELEC,LINCOLN CITY,1226 SW 50th St,"TAFT ARCH LOT 1
TAFT DUAL 1",Lincoln City,OR,97367,,888-758-4389,E,,Public,24 hours daily,,,,,1,3,,,ChargePoint Network,http://www.chargepoint.com/,200-9,44.928434,-124.015938,2018-11-19,35258,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,IRON EAGLE TECH,4038 Main St,"WINDMILL 1
WINDMILL 2",Elk Horn,IA,51531,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.589399,-95.060588,2018-11-19,35268,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,OUC,100 W Anderson St,"DCQC RELIABLE 1; Visitor Lot of OUC Reliable Plaza. Left of Entrance 
OUC RELIABLE 02; Visitor Parking Lot. Right of Entrance in planter
RELIABLE 01; OUC Visitor Parking Lot",Orlando,FL,32801,,888-758-4389,E,,Public,24 hours daily,,,,,1,2,1,,ChargePoint Network,http://www.chargepoint.com/,200-9,28.536513,-81.379014,2018-11-19,35284,2018-11-19 10:08:37 UTC,,,,,,,,,CHADEMO J1772 NEMA520,US,,,,Public,,public,,
ELEC,Haggen Food & Pharmacy,1313 Cooper Point Rd SW,In front of the building on the left hand side,Olympia,WA,98502,,360-754-1428,E,,Public,24 hours daily,,,,,2,,,,,,200-8,47.035421,-122.938962,2018-11-08,35337,2018-11-08 16:06:54 UTC,P,,,2009-08-15,,,,,NEMA520,US,,,,Public,,public,,
ELEC,DTE ENERGY,1 Energy Plaza,"HQ 01; -
HQ 03; -",Detroit,MI,48226,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,42.333471,-83.057273,2018-11-19,35477,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,LINCOLN CITY,1601 NE 15th St,NE15TH PARKING1,Lincoln City,OR,97367,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.9760399,-124.0114594,2018-11-19,35481,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,CITY OF HOUSTON,8000 N Stadium Dr,"N STADIUM 002; Located at level 4 of the parking garage
N STADIUM 003; Located at level 4 of the parking garage
N STADIUM 004; Located at level 4 of the parking garage
N STADIUM 005; Located at level 4 of the parking garage
N STADIUM 006; Located at level 4 of the parking garage",Houston,TX,77054,,888-758-4389,E,,Public,24 hours daily,,,,,5,,,,ChargePoint Network,http://www.chargepoint.com/,200-9,29.693037,-95.408367,2018-11-19,35485,2018-11-19 10:08:37 UTC,,,,,,,,,NEMA520,US,,,,Public,,public,,
ELEC,ELEMENT HOTELS,3550 Interstate 635,DFW AIRPORT N; Frontage Road near Belt Line Rd.,Irving,TX,75063,,888-758-4389,E,,Public,24 hours daily,,,,,1,,,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.9216728,-96.9954987,2018-11-19,35486,2018-11-19 10:08:37 UTC,,,,,,,,,NEMA520,US,,,,Public,,public,,
ELEC,Avista Corp,1411 E Mission Ave,,Spokane,WA,99252,,509-489-0500,E,,Public,24 hours daily,,,,,1,2,,,,,GPS,47.673347,-117.388933,2018-08-07,35620,2018-08-07 22:32:24 UTC,P,,,2010-04-15,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,Greensavers,4 NW Franklin Ave,SE of intersection of NW Greeley & Hawthorn downtown,Bend,OR,97701,,541-330-8767,E,,Public,24 hours daily,,,,,1,,,,,,200-9,44.05612,-121.307465,2017-03-03,35727,2018-03-30 20:17:03 UTC,P,,,2010-06-15,,,,,NEMA520,US,,,,Public,,public,,
ELEC,Kwik Trip #465,9250 Springbrook Dr NW,At Coon Rapids Boulevard,Coon Rapids,MN,55433,,763-786-1558,E,,Public,24 hours daily,,,,,1,,,,,,200-9,45.138245,-93.274379,2017-06-02,35943,2018-03-06 01:31:30 UTC,P,,,2010-09-15,,,,,NEMA520,US,,,,Public,,public,,
ELEC,CARCHARGING,1300 NW 17th Ave,DELRAY PROF; North Parking Lot near Congress Ave,Delray Beach,FL,33445,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,26.4783001,-80.0895004,2018-11-19,35995,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,HALFPRICE BOOKS,5801 E Northwest Hwy,FREE CHARGING; Free Charging at Half Price Books -  SE corner  of parking,Dallas,TX,75231,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.8657913,-96.7641678,2018-11-19,36287,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,TUCSON RENTAL,9855 E Speedway Blvd,9855 E SPEEDWAY; -Station located in front of main office,Tucson,AZ,85748,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.2361565,-110.7817917,2018-11-19,36343,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,MARTINEZ CA,680 Court St,MAIN & COURT ST,Martinez,CA,94553,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.0184746,-122.1345444,2018-11-19,36347,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,VICEROYSNOWMASS,400 Wood Rd,VS-2; PLEASE CALL CUSTOMER SERVICE TO USE THIS STATION,Aspen,CO,81611,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.2075854,-106.9486113,2018-11-19,36351,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,Hyatt Regency - Denver,650 15th St,"At Colorado Convention Center, level 2",Denver,CO,80202,,303-486-4467,E,,Public,24 hours daily; pay lot,,,,,4,,,,,,200-9,39.743687,-104.993312,2018-11-08,36353,2018-11-08 16:06:54 UTC,P,,,2010-03-15,,,,,NEMA520,US,,,,Public,,public,,
ELEC,Whole Foods Market,150 Ledge Rd,,Darien,CT,06820,,203-662-0577,E,,Public,8am-10pm daily; for customer use only,,,,,2,,,,,,200-9,41.072919,-73.476189,2018-06-05,36355,2018-06-05 19:29:00 UTC,P,,,2010-05-19,,,,,NEMA520,US,,,,Public,,public,,
ELEC,MILLENNIUM GRGS,5 S Columbus Dr,"MILLENNIUM GRG1; Go down the ramp to the Millenium Garage, Turn Left",Chicago,IL,60601,,888-758-4389,E,,Public,24 hours daily,,,,,1,,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8824425,-87.6204453,2018-11-19,36361,2018-11-19 10:08:37 UTC,,,,,,,,,NEMA520,US,,,,Public,,public,,
ELEC,ARUNDEL MILLS,7522 Teague Rd,ELEMENT HOTELS; ChargePoint available for customer use,Hanover,MD,21076,,888-758-4389,E,,Public,24 hours daily,,,,,1,,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.1559067,-76.7172165,2018-11-19,36363,2018-11-19 10:08:37 UTC,,,,,,,,,NEMA520,US,,,,Public,,public,,
ELEC,Lane Community College,4000 E 30th Ave,Under solar canopy; Lot B,Eugene,OR,97405,,541-463-3000,E,,Public,"Employee, student, and visitor use only",,,,,10,10,,,,,200-9,44.009797,-123.033213,2018-03-08,36371,2018-03-08 17:27:07 UTC,LG,,,2010-09-05,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,CARDISFURNITURE,1681 Quaker Ln,WEST WARWICK 1; Level I and II charging available to the public,West Warwick,RI,02893,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.6702347,-71.5001144,2018-11-19,36374,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,BROOKFIELD PROP,1600 Smith St,"1600 SMITH   01; Located inside Central Parking
1600 SMITH ST1; Second Level of Garage",Houston,TX,77002,,888-758-4389,E,,Public,24 hours daily,,,,,1,3,,,ChargePoint Network,http://www.chargepoint.com/,200-9,29.754345,-95.372578,2018-11-19,36377,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,BROOKFIELD PROP,300 Clay St,300 CLAY STAT01; Located inside central parking facilities ,Houston,TX,77002,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,29.7571125,-95.3731689,2018-11-19,36378,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,CITY OF HOUSTON,3915 Rustic Woods Dr,RUSTIC WOODS011; Located at 3915 Rustic Woods,Houston,TX,77339,,888-758-4389,E,,Public,24 hours daily,,,,,1,,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.0546093,-95.1882629,2018-11-19,36385,2018-11-19 10:08:37 UTC,,,,,,,,,NEMA520,US,,,,Public,,public,,
ELEC,OPALCO,469 Market St,MARKET STREET; -,Eastsound,WA,98245,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.6950989,-122.9040985,2018-11-19,36388,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,OPALCO,162 Weeks Rd,LOPEZ VILLAGE; -,Lopez Island,WA,98261,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.5250015,-122.9152985,2018-11-19,36390,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,SUQUAMISH MASI,16285 Washington 305,"SUQUAMISH MASI1; Suquamish Masi Shop Shell Station
SUQUAMISH MASI2; Suquamish Masi Shop Shell Station",Poulsbo,WA,98370,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.707951,-122.583252,2018-11-19,36391,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,Hudson Valley Community College - TEC-SMART Building,345 Hermes Rd,,Malta,NY,12020,,518-629-7075,E,,Public,7am-10pm M-Sat,,,,,1,,,,,,GPS,42.97167,-73.774182,2017-06-02,36532,2018-02-06 21:00:03 UTC,SG,,,2010-10-15,,,,,NEMA520,US,,,,Public,,public,,
ELEC,INTERPARK,17 E Adams St,"ADAMS WABASH 1; Adams &amp; Wabash Self-Park Garage   www.InterParkGreen.com
ADAMS WABASH 2; Adams &amp; Wabash Self-Park Garage  www.InterParkGreen.com",Chicago,IL,60603,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.879396,-87.626578,2018-11-19,36611,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,INTERPARK,20 E Randolph St,"20 E RANDOLPH 1; Wabash-Randolph Self-Park Garage  www.InterParkGreen.com 
20 E RANDOLPH 2; Wabash-Randolph Self-Park Garage  www.InterParkGreen.com",Chicago,IL,60601,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.884864,-87.627044,2018-11-19,36615,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,INTERPARK,177 N Wells St,LAKE & WELLS 2; Lake Wells Self-Park Garage  www.InterParkGreen.com,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8852234,-87.6337509,2018-11-19,36617,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,INTERPARK,50 E Ohio St,"50 EAST OHIO 1; Located on the east center ramp 4th floor
50 EAST OHIO 2; Located on east center ramp 4th floor",Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.892777,-87.626092,2018-11-19,36619,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,Propark America - Omni Hotel Chapel Square Garage,155 Temple St,Located on first floor of garage,New Haven,CT,06510,,203-781-8030,E,,Public,24 hours daily; pay lot,,,,,2,2,,1 Tesla Conductive,,,200-9,41.305794,-72.927405,2017-06-02,36924,2018-11-16 21:02:56 UTC,P,,,2010-12-15,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,Propark - Water Street Garage,161 Water St,Located outside off entrance from Water St and inside upon entering garage,New London,CT,06320,,860-443-1775,E,,Public,Restricted to garage hours; pay lot,,,,,8,4,,1 Conductive 120V,,,200-8,41.356472,-72.094412,2018-06-05,36928,2018-06-05 19:29:00 UTC,LG,,,2013-07-01,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,Town of Westport - Westport Metro North,1 Railroad Pl,Eastbound Westport Saugatuck Train Station,Westport,CT,06880,,203-341-1000,E,,Public,24 hours daily; pay lot,,,,,1,1,,,,,200-8,41.119291,-73.369266,2018-04-03,36931,2018-04-03 18:22:40 UTC,LG,,,2012-09-01,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,MEIJER STORES,3565 Fairlane Dr,"ALLEN PARK 01; Located North West Corner of Facility
ALLEN PARK 02; Located On North West Corner of Building",Allen Park,MI,48101,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,42.279038,-83.20793,2018-11-19,36935,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,MEIJER STORES,746 E 16th St,"HOLLAND 01
HOLLAND 02",Holland,MI,49423,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,42.783017,-86.075654,2018-11-19,36937,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,DTE ENERGY,6545 Mercantile Way,LANSING MPSC; -,Lansing Charter Township,MI,48911,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.6636848,-84.5352173,2018-11-19,36938,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,OLD TOWN DECK,125 E 8th St,"1ST FLOOR SOUTH
2ND FLOOR NORTH; PLEASE CALL CUSTOMER SERVICE TO USE THIS STATION
3RD FLOOR; Located on the  3rd floor of the old town parking deck
GROUND LEVEL; Ground level NE corner",Traverse City,MI,49684,,888-758-4389,E,,Public,24 hours daily,,,,,3,5,,,ChargePoint Network,http://www.chargepoint.com/,200-9,44.760362,-85.622106,2018-11-19,36941,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,MEIJER STORES,29377-29625 Mound Rd,WARREN 01;  Located on South East Corner Of Store,Warren,MI,48092,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.5090141,-83.0488281,2018-11-19,36943,2018-11-19 10:08:37 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
